PRR,UV-B,survival
PRR-,7,1.285714286
PRR-,7,0.214285714
PRR-,7,0
PRR-,13,2.357142857
PRR-,13,0.214285714
PRR-,13,0.428571429
PRR-,26,0
PRR-,26,0
PRR-,26,0
PRR-,97,0.261079365
PRR-,97,0
PRR-,97,0
PRR+,7,0.510638298
PRR+,7,0.319148936
PRR+,7,2.170212766
PRR+,13,0.510638298
PRR+,13,0.510638298
PRR+,13,0.35106383
PRR+,26,0.255319149
PRR+,26,0
PRR+,26,0.287234043
PRR+,97,0
PRR+,97,0.031914894
PRR+,97,0.095744681
