PRR,UV-B,survival
PRR-,7,0.976190476
PRR-,7,0.642857143
PRR-,7,1.095238095
PRR-,13,1.357142857
PRR-,13,0.619047619
PRR-,13,1.023809524
PRR-,26,0.571428571
PRR-,26,0.595238095
PRR-,26,0.285714286
PRR-,97,0.226708995
PRR-,97,0
PRR-,97,0
PRR+,7,1.356687898
PRR+,7,0.668789809
PRR+,7,0.72611465
PRR+,13,1.203821656
PRR+,13,1.050955414
PRR+,13,0.74522293
PRR+,26,0.74522293
PRR+,26,0.74522293
PRR+,26,0.859872612
PRR+,97,0.248407643
PRR+,97,0.038216561
PRR+,97,0.324840764
