PRR,UV-B,survival
PRR-,7,1.28358209
PRR-,7,0.895522388
PRR-,7,0.820895522
PRR-,13,0.626865672
PRR-,13,0.735074627
PRR-,13,0.72761194
PRR-,26,0.007462687
PRR-,26,0.067164179
PRR-,26,0.063432836
PRR-,97,0
PRR-,97,0
PRR-,97,0
PRR+,7,1.473287671
PRR+,7,0.704794521
PRR+,7,0.53630137
PRR+,13,1.341780822
PRR+,13,1.006849315
PRR+,13,0.651369863
PRR+,26,0.79520548
PRR+,26,0.801369863
PRR+,26,0.823972603
PRR+,97,0
PRR+,97,0
PRR+,97,0
